userName,score,at,content
Ahmad Rijal,1,2023-08-07 17:14:15,"Saya Tf pakai BI fast, saldo terpotong dan berhasil, tapi sdh 2 minggu lebih uang tidak sampai di nomor rekening tujuan.. BSI memang meresahkan, Sampahhhh👎👎👎👎👎👎👎👎"
MARCELLA AMEILIA DAMAYANTI,5,2023-08-07 16:34:59,Pakek bsi sekarang makin lancar terus fitur juga lengkap makasii bsi
Abdul Muin,5,2023-08-07 15:53:33,Semoga sukse
Mas Prass,5,2023-08-07 15:18:30,"BSI sangatt memudahkan kita untuk transaksi pay ment, terdapat banyak fitur contohnya membantu mengingat kita waktu sholatt juga arah kiblat"
Aminatus Sakdiyah,5,2023-08-07 15:03:34,"Alhamdulillah Aplikasinya mudah digunakan,Banyak fitur,dan Mau transfer dan isi apapun jadi lebih mudah."
Anies Rufaida,5,2023-08-07 14:37:41,"Alhamdulillah sekarang aplikasinya udah lancar, sistem juga gercep pas memperbaiki kesalahan dan keluhan pengguna, mantap deh BSI!!"
Gisna Sari,5,2023-08-07 14:27:46,Keren banget BSI! Memudahkan ku untuk transaksi 🤍✨
Hafidlul Hidayat,5,2023-08-07 14:10:47,aplikasinya the best!! sangat membantu dan memudahkan untuk transaksi
Kerel lumbangaol,5,2023-08-07 14:04:21,"Pakai aplikasi ini makin satset-satset buat kirim uang kemana aja, semoga aplikasi ini makin dikenal banyak orang Good job BSI"
Neng Sifa,5,2023-08-07 14:02:14,Selama pake aplikasi BSI mobile jadi lebih gampang dan memudahkan dan juga sangat aman
Nur Kamilah,5,2023-08-07 13:46:27,aku udah download dan emang baguss banget ni apk
Jamal Aryanto,5,2023-08-07 13:45:44,Makin mantap jaya .apl nya .aku jadi smangat .menggunkan bsi.mwkasih BSI
Chindy Kana Tarigan,5,2023-08-07 13:43:50,"Makin mantab sekarang aplikasinya, makin mudah di gunakan ga ribet sama sekali good job BSI"
Putri,5,2023-08-07 13:42:54,"Alhamdulillah pakai BSI Mobile transaksi sangat mudah di pahami dan jauh lebih cepat, terimakasih BSI Mobile, Good job dan sukses selau!!!"
Alfi,5,2023-08-07 13:37:09,"Transaksi lewat bsi mobile sangat mudah, membantu kapan pun dan dimana pun. Lewat bsi mobil jauh lebih cepat dan gampang. Bsi mobile keren!!!!"
EKO JB07,5,2023-08-07 13:29:40,Dengan adanya aplikasi bsi mobile memudahkan saya melihat mutasi uang masuk dan keluar membantu saya sebagai penjual online walaupun beberapa waktu lalu sempat Error tapi sekarang sudah sangat normal..trimakasih BSI MOBILE
Mayya Rahadi,5,2023-08-07 13:27:08,"Bner2 memudahkan transaksi ,, bsi sllu update"
valencia christian,5,2023-08-07 13:18:10,Aplikasi BSI Mobile ini membantu bgttt untuk bertransaksi.
CB Kids,5,2023-08-07 13:06:16,Lebih keren sekarang nih aplikasinya
Robi Ardianto,5,2023-08-07 12:46:43,"Setelah diupdate aplikasinya jadi makin lancar tidak ada kendala, jadi senang deh pakai aplikasinya kalau gini Mantab BSI!!"
Wahyu Pamungkas,5,2023-08-07 12:41:27,Sangat bagus untuk di instal
Roni Susanto,5,2023-08-07 12:40:49,"Good Jobs untuk BSI mobile, setelah di update masuknya makin lancar. Tidak pernah ada kendala lagi. Akhirnya bisa digunakan kembali."
Maria Putri Megah Pertiwi,5,2023-08-07 12:40:31,Semakin mantap dengan BSI mobile bisa mempermudah transaksi dan pengguna
AGATHA INDAH RANI SATITI,5,2023-08-07 12:33:44,"Setelah di-update, BSI menunjukkan peningkatan yang signifikan. Pengalaman pengguna semakin lebih baik, dengan fitur-fitur terbaru yang sangat membantu. Saya senang melihat perkembangan positif ini."
fujie rahayu,5,2023-08-07 12:30:24,Fiturnya sangat lengkap terlebih lagi ada jadwal waktu shalat dan layanan islami. BSI memang lain dari yang lain !! Masya Allah... Sukses terus BSI
Ira Amarta,5,2023-08-07 12:30:24,Good job !!! Aplikasimya sangat mudah dengan berbagai macam fitur bisa transaksi ke semua bank dengan aman mudah . Semua fitur udah lengkap bisa melakukan transaksi apapun hanya dengan satu aplikasi .
Nur Atma Layla Syahfitri,5,2023-08-07 12:27:43,Mantap sekarang bsi makin lancar
Iin Mulyani,5,2023-08-07 12:09:34,Aplikasinya makin kece aja nih 🥰Semakin mudah dalam bertransaksi 🥳 Good job bsi mobile👍🏻
Dixie William,5,2023-08-07 12:05:44,Bank BSI MOBILE MEMANG PILIHAN PALING JOSS DAN MANTAP
Yaumal Ramdan,2,2023-08-07 12:05:11,Bsi setelah update malah jadi ga guna
Aisyah julia sari,5,2023-08-07 12:02:31,"Alhamdulillah saya sudah memakai mobile baking ini, karena bank syariah insyaAllah amanah dan dapet di percaya semua layanan nya oke, fitur nya juga lengkap mempermudah kita juga, setelah updte juga makin kerenn!! Saya suka, GOOD JOB dan mantab banget ni BSI. InsyaAllah ga pernah ngecewain"
Faridz Abdullah,5,2023-08-07 11:52:00,"Memudahkan transaksi apapun, menjadin hidup lebih mudah"
Hartanto Sakura,5,2023-08-07 11:39:59,Semangat terus BSI
Raisya Agni,5,2023-08-07 11:37:29,Good job ...i like this....mudah sekali
Yusril Ibrahim,5,2023-08-07 11:34:45,"Alhamdulillah dg adanya aplikasi bsi mobile lebih memudahkan saya, terimakasih"
20_166_Rahayu Miftakhul Khoiriyah,5,2023-08-07 11:33:09,Mantab BSI!! Selama menggunakan mobile banking BSI semuanya jadi lebih mudah dan lebih praktis. Udah gak habisin waktu dan energi untuk datang ke bank atau Anjungan Tunai Mandiri (ATM) buat ngelakuin transaksi. Kenyamanan semakin terasa karena enggak perlu lagi terjebak antrean saat mau transaksi perbankan.
Angelin Alifia Andini,5,2023-08-07 11:28:09,Good job BSI! Aplikasinya sangatsangat membantu dengan fitur yg sangat lengkap mempermudah transaksi saya loveeeeee it!!!!!
mohamad handoyo,5,2023-08-07 11:23:47,Makin lancar
ropi ifani,5,2023-08-07 11:16:09,Alhamdulilah sangat membantu buat transaksi lewat android
Ramdan Airicoprtrs,5,2023-08-07 11:15:09,Mantab bisa pulih
Meilani Puttr,5,2023-08-07 11:05:59,Mantap BSI!!!
_ Alvina,1,2023-08-07 10:58:17,Mau tarik tunai gak bisa klw ada bintang 0 mau ku kasih bintang 0 aja
Vera Wati,5,2023-08-07 10:52:33,Bagus sekali. Good job BSI
Ono Rafli,5,2023-08-07 10:51:52,"selama menggunakan aplikasi ini, semuanya semakin dimudahkan. Good Job BSI"
Juanah Sy,5,2023-08-07 10:49:27,"Setelah pakai bsi mobile mau apa"" jadi lebih praktis dan mudah karena fiturnya sangat lengkap"
Dion Prayoga,5,2023-08-07 10:45:46,"BSI emang mantap banget, segalanya bisa lebih mudah dengan BSI, good job BSI"
Dhanu Azmi,5,2023-08-07 10:45:05,Good App
Muhammad Ihsan,5,2023-08-07 10:41:31,"good job bsi,sangat berguna buat saya yang kuliah untuk bayar uang pendidikan apa lagi kuliah saya harus bayar menggunakan bsi biasanya saya suruh kakak sya buat transferin maju terus bsi"
Hanna Rayes,5,2023-08-07 10:28:18,Alhamdulilah selama pakai Bsi Mobile memudahkan banget untuk mengirim uang ke sodara dgn lancarr. good job Bsi
Selfi Laela,5,2023-08-07 10:27:46,"Setelah maintenance aplikasinya makin keren, fitur nya juga semakin lengkap, good job BSI!"
21Kadek Anggi Widiandari,5,2023-08-07 10:25:12,"Mantap banget BSI!, udah lama make BSI, transfer apapun jadi lebih gampang, apalagi update an barunya jadi mempermudah nasabah"
Eugenia Sirait,5,2023-08-07 10:24:06,"aplikasinya keren, mudah digunakan jugaa cuyy"
Khomsa Hrs,5,2023-08-07 10:18:22,"Good job BSI! Aplikasi nya sangat mudah di gunakan,banyak fitur yg memudahkan pengguna biar lebih praktis..👍"
Nur Lailatul,5,2023-08-07 10:17:57,"Good Job BSI !!! Aplikasinya mudah digunakan, fiturnya sangat lengkap sekalii, setelah diupdate jadi makin baik, makin lancar, makin keren, seneng deh pakai aplikasinya kalau gini, makin lancar jaya, mantab BSI !!!"
Chyntia Bella,5,2023-08-07 10:16:39,"mantap banget ini aplikasi, memudahkan banget pemakaiannyaa🤍.makim suka karena ada pengingat sholat nyaa.. good dehh!!"
HANA Z,5,2023-08-07 10:15:02,"Alhamdulillah app semakin update dengan banyaknya fitur-fitur di aplikasinya yang sudah dilengkapi, saya juga menjadi lebih nyaman menggunakannya karena mudah dalam melakukan transaksi. Dengan pembaharuan ini harapannya BSI bisa mempertahankan keunggulannya dan kami para pengguna semakin puas dengan penggunaan BSI"
Barlian Dinda M,5,2023-08-07 10:11:34,SENENG deh pakai aplikasi nya kalau gini!! fiturnya sangat lengkap dan mudah digunakan jadi makin keren nih aplikasinya
Ayunda Nuur Imani Sholehah,5,2023-08-07 10:05:32,"Alhamdulillah Aplikasinya bagus,punya fitur yg lengkap, transaksi jd lebih mudah dan cepat, pokok nya best banget"
Ikha Pasaribu,5,2023-08-07 10:01:55,"Setelah sekian lama baru donwload, ternyata BSI Mobile makin keren aja nih. Fiturnya juga lengkap, semakin mudah digunakan. Mantap deh BSI 😊"
Bennedicta Carlene,5,2023-08-07 10:01:55,"selama pakai BSI, semuanya menjadi lebih mudah dalam hal transaksii, goodjob BSI❤️❤️"
Mellda ice,5,2023-08-07 10:00:58,"Good Job BSI! Dengan aplikasi ini saya bisa mengelola uang digital dengan baik, dan aplikasi ini mudah digunakan, terdapat banyak fitur juga!"
Firda Sukmania,5,2023-08-07 09:57:40,"Top bgt BSI transaksi ku jadi lebih mudah, tinggal klik aja selesai deh thank you....."
Said Salman,5,2023-08-07 09:56:33,"seneng deh pakai aplikasi nya kalau gini,sekarang semua layanannya bisa digunakan dengan baik,good job BSI semoga kedepannya lebih baik lagi."
Kookie Jeon,5,2023-08-07 09:54:33,"BSI mobile makin keren, fitur nya juga banyak jadi makin mudah buat digunain"
Faizatun Nur Laila,5,2023-08-07 09:50:08,Selama saya memakai bsi transaksi saya lebih mudah dan gampang buat mahasiswa. Bsi juga amanah. Good jobs bsi
Nenden Yuliawati,5,2023-08-07 09:41:57,"mantab BSI!! dengan aplikasi ini saya ga harus ngantri ngantri lgi di bank, fitur yang sangat lengkap memudahkan saya melakukan transaksi, gahanya transaksi saya juga bisa beli pulsa bayar bayar di aplikasi ini.sukses truss BSII"
DIVA JULIANA,5,2023-08-07 09:37:23,"Wahh apk ini bnyak fiktur fiktur syariah yang beramal dan sngat bermanfaat guyss, mari unduh dan daftar di aplikasi ini karna aplikasi ini berkerja sangat baguss, cepat dan lancar!!!"
Seno Prabowo,5,2023-08-07 09:26:55,Aplikasi BSI Mobile memang Josss...gandosss....sangat membantu saya dalam hal transaksi perbankan.
Wiwin Dwi Lestari,5,2023-08-07 09:18:29,"baru nyobain BSI, sejauh ini bagus dan seneng sama aplikasinya. Semoga makin keren kedepannya supaya pake BSI terus"
Haris Al Faridi,5,2023-08-07 09:03:55,"Sangat nyaman pakai BSI, dengan fitur yg lengkap, tentunya sangat membantu dalam kebutuhan hal lain"
Pos Cdr,1,2023-08-07 09:02:56,"Semoga data sy yg sdh ke rekam tidak di salah gunakan, untuk verifikasi bagian pekerjaan tidak di support dan akhirnya ga lolos verifikasi buka rekening melalui app ini"
Vina Agesti Novianti,5,2023-08-07 09:02:17,"Saya Makin nyaman menggunakan aplikasi BSI mobile sekarang, selain fitur nya yang banyakk, semenjak pake apk ini ga bingung dan ga ribet klo mau TF dan transaksi lainnya"
mars jenny,5,2023-08-07 08:51:24,"Mantap! Bagus banget sih, kalo pake bsi ini mudah banget mau transaksi ga lelet, langsung ke transfer, fiturnya juga lengkap mau tf kemana aja bisa"
Fera Adelta,5,2023-08-07 08:50:34,"Wahh ini sih bagus banget setelah update jadi makin baik seneng deh pakek apk nya kalau gini makin nyaman pakek apk bsi sekarang ga pernah ngecewain, udah fiturnya makin lengkap, makin lancar jaya lagi semua layanan sudah dapat digunakan lagi... good job BSI!!.."
PUTRI REGINA CAHYANI SALSABILA,5,2023-08-07 08:43:33,aplikasinya bagus rekomendasi bangettt
Yusnimar Yusnimar,5,2023-08-07 08:38:26,Aplikasi ini sangat memudahkan dalam transaksi uang. Good job BSI
Kingponsel Vivo,1,2023-08-07 08:37:05,"Nyesel pakai bsi, mending pake yg lain , cs ngawur"
ARYA Aziz Saputra,5,2023-08-07 08:32:45,Makin lancar
Dhiya Salsabila,5,2023-08-07 08:29:55,"Alhamdulillah udah mulai pulih, fitur aplikasinya pun makin mantap 👍, good job BSI!!!"
Nassa Fadilla,5,2023-08-07 08:19:52,"BSI Mobile sangat mempermudah segala proses transaksi!! Membantu saya dalam banyak hal keuangan seperti membayar UKT kuliah, membeli token listrik, mengisi pulsa, dan lain sebagainya. Ngga perlu repot-repot keluar rumah lagi, tinggal buka BSI Mobile semuanya beres. Good Job BSI!!"
Nann,5,2023-08-07 08:12:36,"Secara keseluruhan, saya sangat puas dengan pemulihan dan peningkatan yang telah dilakukan oleh tim aplikasi BSI Mobile. Kini, aktivitas mobile banking saya makin lancar. Terima kasih dan tetap jaga kualitasnya ya!"
Nina Najua,5,2023-08-07 08:12:35,"alhamdulillah sekarang bsi makin lancar,sangat mempermudah urusan saya😃"
Jannatin Nurrohmah,5,2023-08-07 08:12:00,"Mantap sekali, BSI Mobile bisa pulih dan bahkan menjadi lebih baik dari sebelumnya. Semua layanannya sudah dapat digunakan lagi. Dari transfer, pembayaran tagihan dll, semuanya berjalan tanpa hambatan. Ini membuat aktivitas perbankan aku jauh lebih mudah dan efisien."
nasa sunarsa,5,2023-08-07 08:09:58,Mantap mudah pengoperasiannya dan langusng bisa di pakai
Ibnuroghidul Maghfur,5,2023-08-07 07:53:35,Semenjak memakai aplikasi ini saya sangat terbantu good job bsi
Jen Novi,5,2023-08-07 07:47:16,Alhmdulilah berkat BSI semua jadi mudah Trmksh BSI
Maftuhatul Choiroh,5,2023-08-07 07:46:00,"alhamdulillah semakin kesini aplikasinya semakin lancar, fiturnya lengkap, bsi mobile memudahkan orang orang yang mager keluar rumah apalagi buat mahasiswa yang pengen bayar ukt udah ga perlu lagi ngantri lama lama di atm, good deh BSI Mobile!!!"
Fanie Liu,5,2023-08-07 07:34:58,Keren sekali BSi Mobile layanannya semakin terdepan dan cepat
Siti Darojah,5,2023-08-07 07:31:30,Alhamdulillah setelah di update sekarang makin lancar dan mempermudah transaksi saya.
Viki Nihayatus,5,2023-08-07 07:30:00,"mantap BSI, GOOD JOB bnget, makin keren nih aplikasi nyaaa, filturnya sangat lengkap sangat membantu transaksi, makin nyaman pakai aplikasi BSI sekarang dan penarikan nominal pajaknya sangat kecil, seneng deh pakai aplikasi nya kalau begini dan sangat memudahkan bila keterbatasan jarak"
sri ayu ramadini,5,2023-08-07 07:28:55,"Makin nyaman pakai BSI sekarang, udah ga perlu ribet-ribet bolak balik atm dan ada fitur-fitur terbaru yang memudahkan kita, sangat membantu untuk aku yang suka lupa shalat atau nggak tahu arah kiblat, ada kompas dan juga pengingat shalat, thank you BSI makin senang pakai BSI!!!"
Astrid Septiani,5,2023-08-07 07:22:11,Aplikasi nya bagus
Nila Rafika Sari,5,2023-08-07 07:20:43,Sekarang jadi lebih mudah transaksi online pake BSI mobile. Fiturnya lengkap. Mantap
M Hilman Setyawan (Hilman),5,2023-08-07 07:18:32,Makin keren dan makin bagus tampilannya serta mempermudah pengguna baru. Good Job BSI!!
Michaelbram febrian,5,2023-08-07 07:16:58,Semenjak pakai aplikasi BSI sangat mudah digunakan dan gampang buat bertransaksi. Good Job BSI!
heski 2213,5,2023-08-07 07:15:27,alhamdulilah aplikasi ini sangat bagus dan membantu
Ike Setyowati,5,2023-08-07 07:15:23,Mantap
Wanto Saputro,5,2023-08-07 07:15:20,Kenapa gabisa di install???
Naswa Salsabila,5,2023-08-07 07:05:02,Lebih keren nih sekarang aplikasinya banyak fitur yang lebih baik dan pelayanan yg sangat membantu
Yunita Fara,5,2023-08-07 07:04:37,Bsi mantap aplikasi mobile tebest
Aini MeilianaF354,5,2023-08-07 07:03:46,Alhamdulillah udah pulih semua jadi semakin lancar deh 😁👍🏻
Hery Yanti,5,2023-08-07 07:03:04,BSI semakin jaya
Muhammad Al Farichi,5,2023-08-07 06:58:35,"Assalamualaikum, setelah satu tahun menggunakan BSI Mobile, alhamdulilah sangat memudahkan saya dalam bertransaksi, dengan fitur-fitur yang lengkap dan mudah untuk digunakan, good job BSI.. semoga lebih maju.."
Oni Prahapsari,5,2023-08-07 06:51:46,Good job bsi. Makin mantap semua fiturnya. Tranfer jadi lebih mudah. Suskes selalu bsi 👍
juni mirahartati,5,2023-08-07 06:45:34,fiturnya makin lengkap
Raja Ikhsan,3,2023-08-07 06:42:19,Setelah di update . aplikasi ngak bisa terbuka. Mohon pencerahannya
Lana Nur,5,2023-08-07 06:40:05,"Aplikasinya bagus, transaksi lebih mudah dan gk ribet. GOOD JOB BSI!!"
Ana Store,5,2023-08-07 06:29:03,"Good Job BSI, Makin keren aja nih aplikasinya. Tampilannya juga makin kecee abiss! Pokoknya keren polll!!!!"
Hafizh Dhiya_ul Haq,1,2023-08-07 06:16:01,"Apaan si ga bisa di pake , tiap mau bayar sinyal tiba2 ilang , permintaan kehabisan waktu Mulu. Nggak jelas bnget"
lira 1508,5,2023-08-07 06:12:04,Semenjak pakai BSI jadi lebih gampang dalam mengelola uang. Good Job BSI☺
33. Siti Amelia Berlianti 12 MIPA 1,5,2023-08-07 06:11:23,"Bagus sekali!! Cocok banget buat aku, jadi gaperlu ribet bayar UKT. Bisa pakai BSI. Tanpa ribet juga🥺🤍"
nurdin harahap,5,2023-08-07 06:05:32,"Mantap bisa pulih , Alhamdulillah udah pulih semuanya, makin lancar semua transaksi melalui BSI mobile terutama pada saat transfer uang dri mobile BSI jadi mudah, fitur nya sangat lengkap, aplikasi gak pernah ngecewain! , Setelah di update jadi makin baik, good job BSI , mantap BSI!!"
Iyan Putra,5,2023-08-07 06:02:17,aplikasi gak pernah mengecewakan. makin lancar jaya!
sindyr oktaviani,5,2023-08-07 05:50:08,selama pake aplikasi BSI jadi gampang dan memudahkan. kerenn BSI terimakasih.
Stalking Aldi,5,2023-08-07 05:40:43,Fiturnya lengkap
Nabilatul Huda,5,2023-08-07 05:31:14,Makin lancar
Parel Lekat,5,2023-08-07 05:30:28,Alhamdulillah sangat mudah di pengerti
Ignatia Tri Astuti,5,2023-08-07 05:28:29,"Selama pake BSI mobile mudah banget digunakan, tampilannya juga oke"
Catherine Ellsa Yuniarta,5,2023-08-07 05:25:56,"Puji Tuhan semuanya udah pulih,mobile bankingnya mudah di gunakan,cepat dalam transaksi dan fiturnya lebih keren sekarang. Mantap BSI👍!!"
Riwanto X Widi,5,2023-08-07 05:22:55,"Mantap BSI !! Bank terkece ,bank milenial,mudah di gunakan"
fizal sajaa,5,2023-08-07 05:15:54,kerennn
Julpa Wahidah,5,2023-08-07 05:13:51,"Aplikasi ini sangat bagus karena cara menggunakan nya tidak ribet,kerenn☺☺"
Ayu novia Rahmadina,5,2023-08-07 05:12:41,Selama memakai BSI mobile transaksi saya menjadi mudahhh
Zaharatul jannah,5,2023-08-07 05:08:05,"Keren BSI. Aplikasi nya ga pernah ngecewain, selama pakai BSI mobile transaksi lebih praktis dan gampang. Terimakasih BSI Mobile"
aisa ratulaini,5,2023-08-07 05:07:38,Alhamdulillah lancar terus yaa BSI mobile emang paling mantap
Tia Marliyani,5,2023-08-07 05:07:26,Mobile bankingnya makin bagus
Rahmaa Septiani Annisa,5,2023-08-07 05:06:09,"Semakin hari aplikasi BSI makin kerenn banget ih. Alhamdulillah dengan aplikasi BSI ini memudahkan dalam melakukan transaksi, sangat recommended bangettt lah yaa pokoknya!!! Pokonya pakee BSI gak bakal mengecewakan!. Mantap BSI, semoga makin terus lancar makin banyak juga penggunanyaa."
Joko Suratmo,1,2023-08-07 05:04:23,Kok saya setelah ganti hp verifikasi wajah ga bisa dan di ulang ulang ga bisa knp kok makin jelek
Alexandra,5,2023-08-07 04:59:44,Mantap BSI! Keren
Giga Rahma W,5,2023-08-07 04:55:13,Maksih BSI Mobile berkat aplikasi ini jadi lebih gampang transaksi pokok nya debest aplikasi ini mantap
Ridwan Maulana,5,2023-08-07 04:55:01,Alhamdullilah sekarang sudah ada aplikasinya. Good job BSI
Raizizter,1,2023-08-07 04:50:16,"Aplikasi tidak bisa dibuka, setiap dibuka otomatis tertutup sendiri dan muncul kata kata ""BSI Mobile terus terhenti"""
Nana Ninu,5,2023-08-07 04:50:04,"Rekomen banget, bikin transaksi lebih mudah juga"
Muhammad Otong,3,2023-08-07 04:46:36,Susah sekali untuk dapat photo senyum kedik mata
Syifa Nurafifah,2,2023-08-07 04:44:46,Ribet bgt BSI kalo apk nya ke hapus harus aktivasi lagi dan harus ke kantornya. Aktivasi sendiri malah gagal mulu aneh
Muhamad Nasrul,5,2023-08-07 04:44:24,Aplikasi yang sangat bagus
Bella Ananda,5,2023-08-07 04:42:53,Mantap BSI!!! Semakin mempermudah nasabah nya tanpa ribet untuk transaksi 👍👍
mentari supriyadi,5,2023-08-07 04:41:05,"Mantull ,lebih lancar jadinya sukses terus bsi"
Yudis Tira,5,2023-08-07 04:41:01,Alhamdulillah makin lancar dan semua layanannya sudah dapat di gunakan lagi
M Yusuf,5,2023-08-07 04:39:21,"Tidak ada kendala selama ini, terima kasih banyak"
Sylvia Ghasani Putri,5,2023-08-07 04:36:12,"Alhamdulillah. Semua layanan udh dapat di gunakan, makin nyaman pakai aplikasi BSI"
